Move,Score,Matrix,Direction
71,476,"[4, 4, 16, 2, 16, 64, 8, 0, 32, 2, 2, 0, 8, 0, 0, 0]",up
72,488,"[0, 8, 16, 2, 0, 16, 64, 8, 0, 2, 32, 4, 0, 0, 0, 8]",right
73,488,"[0, 0, 2, 2, 0, 8, 16, 8, 0, 16, 64, 4, 0, 2, 32, 8]",down
74,492,"[4, 2, 0, 0, 8, 16, 8, 0, 16, 64, 4, 0, 2, 32, 8, 0]",left
75,492,"[4, 2, 8, 0, 8, 16, 4, 2, 16, 64, 8, 0, 2, 32, 0, 0]",up
76,492,"[0, 4, 2, 8, 8, 16, 4, 2, 0, 16, 64, 8, 4, 0, 2, 32]",right
77,508,"[2, 0, 2, 8, 0, 0, 4, 2, 8, 4, 64, 8, 4, 32, 2, 32]",down
78,512,"[4, 8, 0, 2, 4, 2, 0, 0, 8, 4, 64, 8, 4, 32, 2, 32]",left
79,512,"[0, 4, 8, 2, 0, 2, 4, 2, 8, 4, 64, 8, 4, 32, 2, 32]",right
80,516,"[8, 4, 8, 4, 4, 2, 4, 8, 0, 4, 64, 32, 2, 32, 2, 0]",up
81,516,"[8, 4, 8, 4, 4, 2, 4, 8, 4, 64, 32, 2, 2, 32, 2, 0]",left
1,0,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2]",right
2,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 4]",down
3,2,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 4, 0, 4, 0]",left
4,2,"[2, 0, 4, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",up
5,2,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 4, 0, 4, 2]",down
6,14,"[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 8, 2]",right
7,14,"[2, 2, 8, 4, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",up
8,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 4, 2, 2, 8, 2]",down
9,18,"[0, 0, 0, 0, 0, 0, 2, 0, 2, 4, 0, 0, 4, 8, 2, 0]",left
10,22,"[2, 4, 4, 0, 4, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",up
11,30,"[0, 2, 2, 8, 0, 0, 4, 8, 0, 0, 0, 0, 0, 0, 0, 2]",right
12,38,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16, 0, 2, 4, 2]",down
13,38,"[2, 0, 0, 0, 0, 0, 2, 0, 2, 16, 0, 0, 2, 4, 2, 0]",left
14,46,"[4, 16, 4, 0, 2, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",up
15,46,"[0, 4, 16, 4, 0, 0, 2, 4, 0, 0, 4, 2, 0, 0, 0, 0]",right
16,50,"[0, 0, 0, 0, 0, 2, 16, 0, 0, 0, 2, 8, 0, 4, 4, 2]",down
17,58,"[2, 0, 0, 0, 2, 16, 0, 0, 2, 8, 0, 0, 8, 2, 0, 0]",left
18,60,"[0, 0, 0, 0, 2, 16, 0, 0, 4, 8, 0, 0, 8, 2, 0, 2]",down
19,64,"[0, 0, 0, 0, 0, 0, 2, 16, 0, 0, 4, 8, 0, 2, 8, 4]",right
20,64,"[0, 0, 0, 0, 2, 16, 0, 0, 4, 8, 2, 0, 2, 8, 4, 0]",left
21,80,"[2, 16, 2, 0, 4, 16, 4, 0, 2, 0, 0, 0, 2, 0, 0, 0]",up
22,98,"[0, 0, 0, 0, 2, 0, 2, 0, 4, 0, 2, 0, 4, 32, 4, 0]",down
